0,1,2,3
0,2711,715,1
0,1919,5062,0
0,1318,2456,1
0,2613,3018,1
0,1580,2262,1
0,855,2646,0
0,1991,4258,1
0,1645,633,1
0,1699,238,0
0,2631,4830,0
0,1943,1680,1
0,2449,2819,1
0,855,594,0
0,538,1763,1
0,2307,405,0
0,2711,1527,1
0,2220,1688,1
0,2217,3275,1
0,2598,4005,1
0,1480,479,1
0,83,4776,0
0,2133,5299,0
0,1516,4926,1
0,759,5362,1
0,2376,619,1
0,1224,3343,1
0,1985,1865,1
0,1778,4574,0
0,1514,5041,1
0,2638,221,0
0,1499,4711,1
0,1880,2497,0
0,855,3308,0
0,1986,1039,1
0,1526,1671,1
0,1418,1271,1
0,1467,816,0
0,2490,3685,1
0,1476,5461,1
0,1393,4842,1
0,2479,1738,1
0,2139,149,1
0,1333,4503,1
0,2638,5026,0
0,2613,1410,1
0,2447,4944,0
0,2155,745,1
0,2172,358,1
0,2150,4695,1
0,1975,320,1
0,1664,773,1
0,2258,5041,1
0,2258,3579,1
0,1199,4784,1
0,2496,689,1
0,1554,467,1
0,1281,2590,1
0,2712,3867,1
0,2447,5029,0
0,2260,3296,1
0,2005,5244,1
0,2511,24,1
0,2557,3768,1
0,272,5421,1
0,2258,2267,1
0,506,1103,1
0,1986,35,1
0,1390,5357,1
0,1857,1916,1
0,2013,3974,0
0,2307,3176,1
0,2593,4531,1
0,2711,2135,1
0,2291,4894,1
0,1499,1216,1
0,301,2945,1
0,2146,4028,0
0,1350,5510,1
0,2569,4684,1
0,2515,688,0
0,2068,3404,0
0,1985,769,1
0,876,439,1
0,1254,4911,1
0,506,5227,1
0,2182,4636,0
0,2469,1708,1
0,2236,3602,1
0,2447,5432,0
0,1535,1222,1
0,558,2735,1
0,2122,1862,1
0,2518,1264,1
0,1455,4436,0
0,1275,4974,1
0,2606,5145,1
0,1468,3489,0
0,2511,4806,1
0,2220,14,1
0,2518,1643,1
0,1665,822,1
0,1467,4966,1
0,2222,2807,0
0,1468,988,1
0,2518,4933,1
0,2154,4388,1
0,1662,5104,1
0,2511,4035,1
0,1540,5081,1
0,2562,645,1
0,2150,1760,1
0,1764,1803,1
0,1504,5352,0
0,1645,1706,1
0,1993,1587,1
0,2518,3313,1
0,1962,1584,1
0,2515,3318,1
0,2279,5435,1
0,1953,798,1
0,1467,2119,0
0,2176,1485,1
0,2625,1128,1
0,1258,320,1
0,2293,4371,1
0,2244,2992,1
0,1312,3509,1
0,2150,693,0
0,2484,3243,1
0,1087,2128,0
0,542,4898,1
0,1828,1540,1
0,2705,1679,1
0,33,572,1
0,2293,3851,1
0,2146,551,1
0,1697,1335,1
0,1318,3675,1
0,1919,745,1
0,1606,2930,1
0,2093,2492,1
0,1695,3756,1
0,2325,2985,1
0,1314,432,0
0,2060,4473,0
0,2403,4408,1
0,2447,3489,0
0,2150,5228,1
0,2043,5348,0
0,1338,2337,1
0,2638,2421,1
0,1415,324,1
0,732,3939,1
0,1980,2403,1
0,2266,2325,1
0,2518,2917,0
0,2278,2499,1
0,1971,842,1
0,2150,3795,1
0,1851,717,1
0,485,2515,1
0,1609,1521,1
0,2349,2121,1
0,1554,1122,1
0,1338,3645,1
0,1975,1400,0
0,1218,448,1
0,2084,4166,0
0,410,4105,0
0,2714,2960,1
0,2147,1756,1
0,415,4067,0
0,754,2834,0
0,2447,3270,1
0,2504,2419,1
0,2335,195,1
0,1705,2807,0
0,726,2025,1
0,1801,5366,1
0,2557,2791,1
0,2499,5114,0
0,2219,2780,1
0,1467,1499,0
0,1221,460,1
0,1337,4677,0
0,2117,2174,1
0,592,4556,1
0,2613,2487,1
0,2061,5041,1
0,2711,4305,1
0,2298,1829,1
0,2485,468,1
0,2446,4000,0
0,1821,3860,1
0,2626,1097,1
0,1646,4919,0
0,2569,122,1
0,2250,3272,1
0,1570,2379,1
0,855,3737,0
0,2146,3425,1
0,2624,3952,0
0,275,2312,0
0,1714,5158,0
0,272,4147,0
0,2047,2188,1
0,2541,2506,1
0,1415,5172,1
0,520,3560,0
0,2469,2914,1
0,2448,4395,1
0,480,1447,1
0,2127,792,1
0,759,3785,0
0,33,4220,1
0,2518,4478,1
0,1468,964,1
0,536,914,1
0,1699,4387,1
0,2150,1027,1
0,1699,249,1
0,2613,3939,1
0,2469,695,1
0,283,1160,1
0,2060,3077,0
0,1235,2347,1
0,2518,4889,1
0,63,1052,1
0,2258,659,1
0,1337,1046,1
0,2350,2495,1
0,83,2685,0
0,1496,968,1
0,613,5526,1
0,1881,5561,1
0,1281,182,1
0,2005,1432,1
0,2454,5257,1
0,307,2823,1
0,331,3696,1
0,2278,3039,0
0,1184,1953,0
0,1853,2768,1
0,2563,4493,1
0,2638,2644,0
0,2033,4017,1
0,1157,3214,1
0,1672,3592,1
0,2024,2925,1
0,2307,373,1
0,2150,5230,1
0,2469,5420,0
0,2271,4958,1
0,2344,3889,0
0,1721,3886,0
0,2428,1939,1
0,307,3686,1
0,2504,3974,1
0,855,3034,0
0,2017,5417,1
0,2403,1744,1
0,2160,676,1
0,1294,2193,1
0,1468,4812,1
0,2489,3838,1
0,2504,5524,1
0,754,2952,0
0,1811,3688,1
0,1468,1354,1
0,1787,5133,1
0,131,2355,1
0,2449,1902,1
0,2705,4440,1
0,2418,5530,1
0,1949,1498,1
0,1739,2955,1
0,2033,5277,1
0,1849,1514,0
0,2293,3879,1
0,2236,131,1
0,1991,4778,0
0,1196,5294,1
0,2006,118,0
0,2475,2207,1
0,2117,5547,0
0,1764,3473,1
0,2004,708,1
0,2688,1123,1
0,595,3615,1
0,2297,5389,1
0,1964,2386,0
0,2477,1292,1
0,2518,555,1
0,740,3262,1
0,2705,1075,1
0,876,3590,1
0,1746,471,0
0,2225,4366,0
0,2316,3852,1
0,875,3755,0
0,2418,3624,0
0,1606,2973,0
0,1272,4217,1
0,2244,1693,1
0,2244,317,1
0,2315,4846,1
0,2448,1772,1
0,1221,4589,1
0,2293,2472,0
0,1317,4208,0
0,721,1126,1
0,1582,956,1
0,479,1977,1
0,2060,3585,0
0,2139,4637,0
0,1864,282,1
0,2518,475,1
0,1535,5294,1
0,485,2430,1
0,2296,4992,0
0,1274,2870,1
0,1766,5123,0
0,855,4910,1
0,1397,5394,1
0,722,3918,0
0,1664,844,1
0,2447,3632,0
0,2701,4222,1
0,2705,392,1
0,2150,3573,1
0,1742,5533,0
0,2071,2679,1
0,2518,1100,1
0,2357,734,1
0,2115,2538,0
0,1857,4953,0
0,2631,639,1
0,2606,3793,0
0,1337,2585,1
0,1397,3243,0
0,2024,3885,1
0,2563,443,1
0,1819,1800,1
0,1440,4744,1
0,2361,2370,1
0,2084,1179,1
0,2490,5401,1
0,2612,3143,1
0,2278,3120,0
0,1582,1493,1
0,2107,483,1
0,440,834,1
0,2403,4712,0
0,1333,3593,0
0,2190,4749,0
0,1478,4830,0
0,149,3858,1
0,1496,2802,1
0,2624,3439,1
0,2548,3644,0
0,1535,1143,1
0,2164,3121,1
0,1821,2439,1
0,1455,5181,0
0,725,5253,1
0,2447,3384,1
0,2236,1301,0
0,1367,3082,1
0,1451,5490,1
0,1576,5484,0
0,2712,383,1
0,721,2183,1
0,2133,458,1
0,2194,5524,1
0,49,3558,1
0,1254,893,1
0,875,416,1
0,131,3704,1
0,2418,1887,0
0,1778,1714,0
0,2311,24,0
0,353,2307,0
0,2554,3066,0
0,1859,837,1
0,1554,3059,1
0,2236,385,0
0,2508,1725,1
0,1422,2306,1
0,2107,3843,0
0,480,5429,1
0,2686,5528,1
0,1421,2713,1
0,122,5318,1
0,2598,5084,1
0,132,3883,0
0,1397,3351,0
0,2580,3451,1
0,1827,4954,1
0,2158,2011,1
0,875,3159,1
0,1317,2594,1
0,525,751,1
0,2403,2733,1
0,2071,4727,1
0,2150,846,1
0,1649,4401,1
0,2325,2768,1
0,2150,5350,0
0,1778,783,1
0,2258,2955,1
0,132,2926,1
0,1931,2040,1
0,855,2056,0
0,1778,859,1
0,558,5555,1
0,961,2983,1
0,2448,4907,1
0,2125,2747,1
0,2587,3373,1
0,1191,3273,1
0,1297,4753,1
0,2369,1206,1
0,2418,3208,0
0,1582,454,1
0,2371,4931,1
0,1487,2076,0
0,801,4708,1
0,2567,1247,0
0,2117,4876,1
0,2127,4028,0
0,1317,5403,1
0,1610,4637,0
0,2647,1068,0
0,2621,4149,0
0,1582,1158,1
0,1304,1019,1
0,2236,2783,1
0,2499,183,1
0,1690,996,1
0,2320,3814,1
0,2258,4782,1
0,83,2008,1
0,453,3683,0
0,1714,918,1
0,2569,2705,1
0,1224,3234,0
0,1317,3040,1
0,739,3736,0
0,480,4056,1
0,2144,2496,1
0,1879,3048,1
0,592,2945,1
0,1610,4419,1
0,2418,4086,1
0,2258,3214,0
0,2469,2587,1
0,1468,3330,1
0,130,3974,0
0,2469,24,1
0,1412,409,1
0,2284,35,1
0,518,1410,1
0,1191,812,1
0,1090,2786,1
0,2154,2618,1
0,584,1293,1
0,2244,371,1
0,2381,4727,1
0,1354,498,1
0,272,3933,1
0,1191,1523,1
0,2258,244,0
0,110,4206,0
0,2293,2373,1
0,2711,5041,1
0,2624,3458,1
0,1499,3330,1
0,1505,2025,1
0,2106,281,1
0,1413,1960,1
0,1064,2891,1
0,2215,5532,1
0,1597,3318,1
0,2489,3712,1
0,2150,5334,1
0,1480,4806,1
0,1576,1889,1
0,1506,5415,0
0,1537,882,1
0,2004,4934,1
0,1530,257,1
0,1879,4796,1
0,1736,5444,1
0,314,3937,0
0,2557,2986,1
0,1699,2284,1
0,1481,3973,1
0,353,4202,1
0,1355,2896,1
0,2127,4215,1
0,1249,2345,1
0,2478,3902,0
0,2447,4374,0
0,2489,1450,0
0,739,3740,0
0,1849,3585,1
0,1519,54,0
0,2479,622,0
0,2018,1309,1
0,1468,3932,1
0,1211,197,1
0,2357,2780,1
0,1701,2224,1
0,1468,2350,0
0,1606,2841,0
0,1467,865,1
0,316,3861,1
0,1322,3361,0
0,2371,5180,1
0,2150,3691,1
0,122,746,1
0,2335,43,1
0,2496,614,1
0,2127,664,1
0,2562,857,1
0,2293,4818,1
0,1676,652,1
0,1468,3464,1
0,1991,5431,1
0,1576,5538,1
0,2567,718,1
0,2158,2449,1
0,1422,4247,1
0,1211,43,1
0,2489,51,1
0,1638,3900,1
0,2624,2502,0
0,2150,2938,1
0,2479,1173,1
0,1775,2615,1
0,645,2679,1
0,2386,167,0
0,1597,2009,1
0,2406,5549,1
0,1972,237,1
0,2107,433,1
0,2665,861,1
0,1665,5289,1
0,83,3835,1
0,1468,5062,0
0,2612,3039,0
0,592,5014,1
0,754,884,1
0,2258,3856,0
0,2705,4778,0
0,2406,5186,0
0,2542,2397,1
0,2489,3243,0
0,485,2421,1
0,1062,2497,1
0,33,3472,1
0,1830,2165,1
0,2111,3059,1
0,1062,3303,0
0,2564,3551,1
0,1187,642,1
0,1949,3404,1
0,2435,1321,0
0,2258,5418,0
0,2212,5087,0
0,721,3280,1
0,2076,2160,1
0,1458,4613,1
0,2489,2862,1
0,1208,3608,1
0,2182,4548,1
0,218,2442,1
0,1337,1345,1
0,1426,2620,1
0,2447,867,1
0,1751,2547,1
0,2099,3604,0
0,2295,4922,1
0,353,834,1
0,2448,2171,1
0,1467,2292,1
0,276,3396,0
0,2418,3229,1
0,1069,2797,1
0,2122,1415,1
0,2258,4956,0
0,839,5473,1
0,1880,5090,1
0,83,5343,0
0,1274,5138,1
0,2190,5070,0
0,1157,746,1
0,2373,4320,1
0,2058,5524,1
0,1607,2485,1
0,2374,4621,1
0,2447,3650,1
0,855,4980,1
0,1964,1963,1
0,2489,3882,0
0,1304,1063,1
0,1679,1899,1
0,2511,4648,1
0,1362,1882,1
0,1341,4471,1
0,1660,4260,1
0,1662,4864,1
0,2293,3955,1
0,2518,1704,1
0,2169,4943,1
0,2018,2572,0
0,1297,4572,1
0,1582,2453,1
0,2033,4139,1
0,525,264,1
0,1241,5490,1
0,2068,2670,1
0,1799,5061,1
0,2429,2757,0
0,2548,4659,1
0,1014,1365,1
0,2527,5141,1
0,1468,2802,1
0,2603,4919,1
0,2374,1724,1
0,2219,2964,1
0,2260,270,1
0,2478,3946,0
0,2371,1034,1
0,2316,3442,1
0,1821,1757,0
0,2190,2465,1
0,2418,1800,1
0,1189,1446,1
0,2158,1225,1
0,2705,633,1
0,2094,1671,1
0,2490,410,1
0,2190,4804,1
0,1221,2220,1
0,2425,2236,1
0,1230,5079,1
0,1722,1542,1
0,1785,3631,1
0,2374,4305,1
0,1481,1968,0
0,1157,4325,1
0,267,3110,1
0,1535,1173,1
0,2687,4809,1
0,2298,5498,1
0,2068,3645,0
0,1487,5337,1
0,1676,2171,0
0,2154,910,1
0,2612,3615,1
0,1468,128,1
0,1005,1737,1
0,2701,799,1
0,2418,2608,1
0,1063,607,1
0,1282,5495,1
0,2293,2609,0
0,2075,2156,1
0,1230,703,1
0,2244,1681,1
0,2150,4224,1
0,2665,3981,1
0,1468,108,1
0,2446,898,0
0,2319,2407,1
0,2665,2022,1
0,2194,3000,1
0,2489,3745,1
0,2061,164,0
0,1728,5507,1
0,1662,5497,0
0,2071,2406,0
0,2712,3469,1
0,2711,2291,1
0,440,4661,1
0,2147,2868,1
0,2400,4247,1
0,1872,24,1
0,2518,302,1
0,1294,4674,0
0,1468,4927,1
0,1852,1053,1
0,2146,1643,1
0,1432,867,1
0,2060,2993,0
0,2469,316,1
0,2479,1273,1
0,2567,5484,0
0,313,2608,1
0,2001,2493,1
0,2475,3575,1
0,2261,2852,0
0,2447,2852,1
0,2024,3829,1
0,1493,1916,0
0,2425,4468,1
0,1630,1475,1
0,2150,1137,1
0,1746,59,1
0,721,510,1
0,2307,3280,1
0,2033,5041,1
0,2150,3913,0
0,1333,1531,1
0,2643,266,1
0,1062,805,1
0,1787,1945,1
0,2418,4022,1
0,855,3867,1
0,876,3321,1
0,2518,2025,1
0,2307,4342,0
0,2280,5094,1
0,2643,2071,1
0,1677,5021,1
0,1297,4951,1
0,2025,4966,1
0,2279,948,1
0,1276,425,1
0,1726,4503,0
0,2352,3220,1
0,472,4729,0
0,875,2592,0
0,2190,2314,0
0,1980,3123,1
0,2469,3865,1
0,2150,5042,1
0,1610,1229,1
0,2638,4983,0
0,754,5245,1
0,2155,4477,0
0,855,1228,1
0,2638,1662,1
0,2557,858,1
0,1191,3259,0
0,2617,3255,0
0,2061,3984,1
0,1414,868,0
0,1610,5479,0
0,1980,4160,1
0,454,4238,1
0,1281,353,1
0,2563,2377,0
0,739,3314,0
0,2226,2872,1
0,2418,2537,1
0,2220,2682,1
0,1304,574,1
0,1454,3965,0
0,480,1888,1
0,2107,1188,1
0,2199,5440,1
0,1191,2439,0
0,2001,699,1
0,485,3940,1
0,1337,5238,0
0,2612,2781,1
0,2569,877,1
0,2315,4502,0
0,1962,4867,1
0,855,2491,1
0,2298,4097,1
0,1912,3093,1
0,2297,1862,1
0,2111,3105,0
0,2344,3505,1
0,1526,512,1
0,2150,4767,1
0,1341,3099,1
0,1441,2896,1
0,2127,2261,1
0,2150,2981,1
0,592,614,1
0,2469,45,1
0,2518,5454,1
0,2107,807,1
0,2518,3723,0
0,2127,654,1
0,2150,5041,1
0,2322,1439,1
0,2569,2882,0
0,2563,5481,1
0,1511,4193,1
0,1821,4461,0
0,1699,4758,1
0,1468,3545,0
0,2705,406,1
0,2150,4035,1
0,33,3448,0
0,2654,2823,0
0,2094,3974,0
0,274,3584,1
0,1504,5356,1
0,2159,24,1
0,1496,4979,0
0,1673,4326,1
0,2150,5296,1
0,2688,3269,1
0,1241,5207,1
0,83,220,0
0,592,5215,0
0,2101,4881,1
0,2638,5298,1
0,726,5446,1
0,2298,4148,0
0,1554,3299,1
0,1582,4182,1
0,592,5049,0
0,2218,5086,0
0,2006,4803,1
0,1235,4696,1
0,875,1805,1
0,288,2014,1
0,1700,1154,1
0,1726,448,0
0,1454,3077,0
0,2344,4851,0
0,2298,5058,1
0,2276,657,1
0,1468,3281,1
0,2361,4809,1
0,2047,5003,1
0,1156,1676,1
0,2343,5152,1
0,2326,4353,0
0,2569,251,1
0,2584,1715,1
0,2081,1718,1
0,428,1291,1
0,1766,7,1
0,1322,4979,1
0,2448,286,1
0,1394,3665,0
0,986,3788,1
0,2649,2069,1
0,2033,2215,1
0,2150,4249,1
0,1304,5317,1
0,2107,2395,1
0,2357,4297,0
0,1304,2901,1
0,396,2583,0
0,2612,2762,0
0,1041,3264,1
0,2562,3802,1
0,485,2647,1
0,2489,2969,0
0,1483,4299,0
0,1221,1968,1
0,2316,1845,1
0,2155,1629,1
0,2447,3458,1
0,1102,1137,1
0,1247,1889,1
0,2127,4894,1
0,2190,1699,1
0,1767,1705,1
0,2649,184,0
0,2215,2902,1
0,2343,2330,1
0,1444,5167,1
0,2649,4828,0
0,2675,3287,1
0,2489,1949,1
0,33,4934,1
0,1317,2630,1
0,2150,4402,1
0,1258,688,1
0,864,5041,1
0,2094,2412,1
0,1653,3276,0
0,1207,4652,1
0,2182,479,1
0,2643,5413,0
0,1526,4000,1
0,2325,121,0
0,1496,603,1
0,726,857,1
0,1949,2031,1
0,2449,3913,0
0,1314,1567,1
0,2258,3279,1
0,1766,5500,0
0,946,3540,1
0,2579,1819,1
0,2418,1378,1
0,1582,270,0
0,2154,2945,1
0,2071,214,0
0,1211,4860,1
0,1576,1734,0
0,1582,2187,1
0,2489,405,1
0,2612,3503,1
0,2542,4427,0
0,2150,3154,1
0,331,211,1
0,2489,5096,1
0,525,664,1
0,1333,3464,1
0,2598,5178,1
0,1414,4487,1
0,2548,5226,1
0,1206,2026,1
0,2222,2153,1
0,1468,2475,0
0,1834,4520,0
0,1206,4369,1
0,2250,4778,1
0,2641,3560,1
0,2222,5543,1
0,1956,24,1
0,1468,5114,1
0,353,3899,1
0,2687,4680,1
0,1162,2524,1
0,1187,1489,1
0,1561,2885,1
0,609,4544,1
0,1655,1463,1
0,2520,2438,0
0,2440,3445,1
0,2190,4883,1
0,759,24,1
0,740,3374,1
0,2182,2336,1
0,2164,626,1
0,1506,5304,1
0,2150,4645,1
0,1250,4464,0
0,2612,3613,1
0,1216,2620,1
0,2164,546,1
0,1523,1303,1
0,2638,4933,0
0,1634,533,0
0,2015,5562,0
0,1629,3721,1
0,2005,972,1
0,2322,4106,1
0,855,93,1
0,2518,4354,1
0,1986,1770,1
0,1275,1690,1
0,1467,4194,1
0,1806,797,1
0,2325,5039,1
0,1730,1784,0
0,2258,2156,0
0,448,2213,1
0,2258,4988,1
0,1916,4842,1
0,2682,2169,1
0,2469,2995,1
0,12,4144,0
0,2139,3197,1
0,1422,3262,1
0,1274,1712,0
0,2468,4044,1
0,1623,2791,1
0,2043,2262,0
0,83,2351,0
0,2511,3698,1
0,2107,3969,0
0,1208,354,1
0,875,4562,1
0,2297,3354,1
0,2489,5186,0
0,1562,2442,1
0,1730,5019,1
0,2447,2946,0
0,1852,4305,1
0,2347,2167,1
0,2258,510,1
0,2072,2371,0
0,2712,3088,0
0,998,3855,1
0,2624,2686,1
0,1368,5142,1
0,1676,4291,0
0,592,3198,1
0,2244,2498,1
0,1281,3735,0
0,1478,1111,1
0,2258,4626,1
0,2447,2144,1
0,359,519,1
0,2005,4777,1
0,2111,3271,1
0,2298,1321,1
0,674,5243,1
0,1468,3802,1
0,1294,5298,1
0,986,2641,0
0,1195,237,0
0,2072,5546,0
0,1606,5234,0
0,2146,974,1
0,1476,5312,0
0,2418,3000,0
0,2562,3891,0
0,1535,1922,1
0,1999,1935,0
0,1445,551,1
0,1830,4680,0
0,2060,2449,1
0,733,411,0
0,2258,3259,1
0,208,1709,0
0,2018,1893,1
0,843,3404,1
0,305,2553,1
0,2217,160,1
0,954,3913,0
0,1468,3916,0
0,2276,1054,1
0,1468,3023,1
0,1554,3095,1
0,548,1552,1
0,2094,2690,1
0,1526,5543,1
0,2293,5520,1
0,1426,425,1
0,2250,126,1
0,2271,1250,1
0,2458,3250,1
0,2150,638,1
0,2584,3091,1
0,1162,3717,1
0,2644,4902,1
0,83,2174,1
0,946,2439,1
0,952,3058,1
0,2711,4857,0
0,2150,1047,1
0,2190,3586,1
0,1849,423,1
0,2219,2743,1
0,501,2018,1
0,1612,9,0
0,2258,3628,1
0,1221,5548,0
0,485,3598,1
0,1985,4011,1
0,855,2808,0
0,2612,3560,1
0,2071,2438,0
0,2006,2572,0
0,1152,2934,1
0,2349,5435,1
0,1830,4408,1
0,1496,5234,1
0,1535,809,0
0,1573,623,1
0,691,4076,0
0,2705,2952,0
0,353,1255,1
0,2150,5289,1
0,1191,118,0
0,2584,5103,1
0,1468,1188,1
0,1991,2107,0
0,2258,3477,0
0,2361,2061,1
0,2428,2600,0
0,1220,4542,1
0,1162,0,1
0,440,266,0
0,1468,3404,1
0,1322,834,1
0,1341,3367,1
0,1837,4868,0
0,2167,4216,1
0,2258,2951,0
0,2325,3235,1
0,1535,207,1
0,1194,1665,0
0,986,3599,1
0,1498,4685,0
0,1414,4764,1
0,2187,4041,0
0,2060,1583,0
0,2266,1193,1
0,1297,3035,0
0,2586,24,1
0,480,2894,1
0,1889,4336,1
0,2617,2281,1
0,2489,5502,1
0,2063,2876,1
0,1630,1012,1
0,1499,1491,1
0,2581,1341,1
0,2508,3913,0
0,1468,5005,1
0,2418,73,1
0,477,4287,1
0,2071,262,0
0,2496,757,1
0,1274,740,1
0,946,3490,1
0,2369,307,1
0,2122,3017,1
0,1726,822,1
0,2311,5457,1
0,1980,1998,1
0,322,421,1
0,2217,353,1
0,1383,4756,1
0,2506,1204,1
0,1664,2704,1
0,2182,4574,0
0,2307,1766,0
0,2150,2784,1
0,2469,5455,1
0,2218,2262,1
0,2468,2730,0
0,1468,1757,1
0,1468,1716,1
0,1450,4442,0
0,2278,2768,1
0,453,2852,1
0,674,5085,0
0,1394,920,1
0,914,5250,0
0,1991,3317,1
0,480,4824,1
0,2293,3300,0
0,315,5407,1
0,2649,1715,1
0,485,2845,1
0,2623,1168,1
0,558,184,0
0,2101,4555,1
0,1317,4739,1
0,1897,5152,0
0,1367,1976,0
0,2665,766,1
0,1480,4876,1
0,2018,5002,1
0,2033,4266,1
0,2447,3671,0
0,2638,2522,0
0,2150,2013,1
0,2254,2791,1
0,2325,3237,0
0,1337,1356,0
0,726,772,1
0,2649,3340,1
0,2236,2452,1
0,2022,5412,0
0,2649,2220,1
0,2598,5330,1
0,2250,3257,0
0,2357,2672,1
0,2160,1728,1
0,1162,4200,1
0,1742,608,1
0,2352,4741,0
0,1919,3003,0
0,1162,3308,1
0,2418,1,1
0,1192,4973,0
0,1828,718,1
0,1699,5420,1
0,964,3817,1
0,1064,3788,1
0,910,3469,1
0,1852,2577,1
0,1837,884,0
0,1422,429,1
0,2643,5435,0
0,2478,5003,1
0,1211,1064,1
0,1206,5289,1
0,886,536,1
0,2504,4830,0
0,2150,5535,1
0,1730,5112,1
0,2475,1946,1
0,1351,1516,1
0,1254,2448,1
0,2445,827,1
0,1216,5003,1
0,2093,2159,1
0,2024,3622,1
0,1450,4374,1
0,1105,4412,1
0,1699,5279,0
0,1297,1796,1
0,2284,1478,1
0,2006,4296,0
0,2711,647,1
0,1333,2585,0
0,2429,2032,1
0,726,1162,1
0,1514,4708,1
0,1609,1398,1
0,2150,2439,1
0,1756,4337,1
0,2150,2730,1
0,2475,1930,1
0,1766,5229,1
0,2233,4846,1
0,1496,1534,1
0,2496,5437,1
0,2567,1210,1
0,1509,1977,1
0,1320,5526,1
0,2475,1534,1
0,2204,1958,1
0,2098,4891,1
0,2686,3790,1
0,1975,1837,1
0,2707,1320,1
0,2146,1363,1
0,2258,3208,0
0,49,3814,1
0,2649,2494,1
0,548,2150,1
0,1852,4366,0
0,2005,2900,1
0,2569,539,0
0,1191,5073,0
0,2553,1101,1
0,833,1391,1
0,1468,1713,1
0,2418,1883,0
0,1258,4076,0
0,1787,1788,0
0,2469,11,1
0,569,2553,1
0,1821,4559,1
0,1594,4470,0
0,2231,254,1
0,1805,8,1
0,2418,2731,1
0,479,919,1
0,452,4347,1
0,2569,3252,0
0,1318,5297,1
0,485,0,1
0,1535,4320,1
0,1646,2836,0
0,2649,1439,1
0,2252,1899,1
0,1535,1977,1
0,2060,3965,1
0,1317,3059,1
0,2617,3189,1
0,875,920,1
0,855,2306,1
0,2076,562,1
0,1333,4103,1
0,459,4245,1
0,2518,1052,1
0,1467,2360,1
0,2071,5419,1
0,2446,3916,0
0,2478,3937,0
0,2002,53,0
0,1506,4289,1
0,2496,297,1
0,2107,993,0
0,1880,152,1
0,2473,1527,1
0,1235,1728,1
0,2107,3739,1
