0,1,2,3
1,1361,6315,1
1,2269,11732,0
1,2165,5931,1
1,2653,12329,1
1,2065,9103,0
1,1784,10305,0
1,2144,7809,1
1,2075,8983,1
1,1612,12225,1
1,2341,10108,0
1,1156,9751,1
1,1221,10457,1
1,1475,8571,1
1,1917,10243,0
1,1428,9345,1
1,1929,11575,0
1,1601,9059,0
1,1383,7802,1
1,2078,6422,1
1,584,12229,0
1,1932,12338,0
1,396,6316,1
1,1746,8536,0
1,269,8705,1
1,221,10179,1
1,925,11072,0
1,645,12205,1
1,2477,6119,0
1,1601,6173,1
1,1778,7968,1
1,1371,9696,1
1,2428,7534,1
1,1249,10394,1
1,2547,7373,1
1,2665,8214,1
1,1362,7762,1
1,2158,8545,1
1,1896,10825,1
1,1610,11926,1
1,2621,7368,1
1,1361,8759,0
1,1917,9280,1
1,2284,7707,0
1,218,10458,1
1,1432,10939,0
1,2250,7186,1
1,2214,10475,0
1,2215,8908,1
1,35,10475,1
1,2128,11381,0
1,1610,8490,0
1,1823,7569,1
1,1206,11015,0
1,2108,9740,1
1,2621,7465,0
1,2280,6632,0
1,2326,7767,0
1,2099,10174,1
1,2261,8662,0
1,2098,11692,1
1,1481,11923,1
1,1897,5657,1
1,1732,8531,1
1,523,10437,1
1,531,11404,1
1,1838,11819,0
1,1700,7499,1
1,1474,7323,0
1,358,6272,0
1,2548,11209,1
1,2212,9748,1
1,2107,8486,0
1,2617,8624,1
1,1865,6641,1
1,548,9365,1
1,2410,8202,0
1,1335,5596,1
1,767,10139,0
1,2615,10072,0
1,753,11399,1
1,2275,7514,1
1,2315,11267,0
1,1929,6607,1
1,2572,10499,0
1,1228,10205,1
1,1189,5797,1
1,2651,9202,0
1,1884,8571,1
1,1260,8221,1
1,2471,5801,1
1,2266,6369,1
1,1304,5948,1
1,353,7270,1
1,1516,11124,1
1,603,7114,1
1,2321,9302,1
1,1304,7127,1
1,1765,8291,1
1,1233,10388,1
1,1764,10116,1
1,1584,6853,0
1,696,7428,0
1,2467,11123,0
1,36,10209,1
1,2353,7850,0
1,1859,6609,0
1,1153,9177,1
1,1907,11923,1
1,561,7813,1
1,2212,6570,1
1,2606,8933,0
1,2510,6555,1
1,2389,11708,1
1,1428,10733,1
1,2253,10412,0
1,1754,7801,1
1,469,10448,1
1,1514,6448,1
1,1871,8670,1
1,1191,6124,1
1,1431,8418,1
1,1173,11002,1
1,2394,11247,0
1,1504,8725,1
1,2062,7026,1
1,2675,7372,1
1,2190,7413,0
1,2701,8857,1
1,1971,7124,1
1,1516,7879,0
1,1337,10262,1
1,928,9993,1
1,1025,6159,1
1,2681,9090,1
1,2301,7051,1
1,1482,11054,1
1,2557,11524,1
1,1506,10844,1
1,437,8908,1
1,2204,11566,0
1,2467,10670,1
1,1963,6422,0
1,510,6417,1
1,2497,10706,1
1,2249,11817,1
1,1088,10673,1
1,1582,9087,1
1,1994,8546,0
1,1633,6219,1
1,1422,11165,1
1,1518,8636,0
1,1961,8341,1
1,2201,8446,0
1,1221,10276,1
1,2217,12119,1
1,2705,10013,1
1,2160,8643,1
1,2510,7645,1
1,2655,9280,1
1,877,10461,1
1,1963,7844,1
1,1822,7477,1
1,2095,12060,1
1,2682,10923,1
1,1673,7886,1
1,672,6877,1
1,2547,10255,1
1,977,8674,1
1,1592,8002,1
1,2635,9154,1
1,1979,8910,1
1,2163,6417,1
1,2117,12145,0
1,2326,11462,0
1,151,6659,0
1,2280,11048,1
1,1339,9121,0
1,1297,7274,1
1,1476,11498,1
1,1022,10383,1
1,1917,6304,1
1,1772,10261,1
1,2705,10052,1
1,2611,11542,0
1,1732,7137,0
1,469,6663,1
1,2181,12054,1
1,465,8842,0
1,928,6731,1
1,944,6467,1
1,2475,10274,0
1,1985,10442,1
1,2260,9184,1
1,561,5827,1
1,2639,7096,0
1,274,9642,0
1,1356,10076,0
1,1468,12315,1
1,2513,10504,1
1,599,8349,1
1,2400,7096,0
1,2327,10324,0
1,2187,7873,0
1,1751,10634,1
1,2706,11970,1
1,1746,10091,0
1,1778,6924,1
1,548,8196,1
1,1468,11925,1
1,2714,8706,0
1,1249,11555,1
1,2659,11142,0
1,2188,8375,1
1,1828,5667,1
1,35,5951,1
1,2501,10473,1
1,2538,6085,1
1,1700,8288,1
1,2677,11595,1
1,1963,12211,1
1,2371,5637,1
1,1771,6016,1
1,2140,10586,0
1,561,8111,1
1,2180,7886,1
1,1022,6463,1
1,2370,10448,1
1,1806,9482,1
1,116,12076,1
1,1029,9703,1
1,2495,5569,1
1,2432,11200,0
1,1729,9844,0
1,2621,8598,1
1,1740,7430,1
1,2201,10192,0
1,32,7131,1
1,2495,11120,1
1,1459,10649,1
1,2548,10712,1
1,1371,8703,1
1,1468,6905,1
1,1645,9335,1
1,1428,6647,1
1,1224,11169,1
1,1952,6678,1
1,1335,11963,1
1,1843,9098,0
1,1896,6582,1
1,1575,9988,1
1,1993,10870,1
1,1612,6462,1
1,1718,9918,1
1,1262,10565,1
1,1664,11677,1
1,1404,7609,0
1,1313,6604,0
1,2601,8025,1
1,2045,5652,1
1,2180,9435,0
1,1426,12276,1
1,1468,7550,1
1,2501,6509,1
1,1088,9886,1
1,1579,8865,1
1,2686,11145,1
1,1970,11421,1
1,1235,11697,1
1,2497,9585,0
1,1317,8093,1
1,1985,8366,1
1,1759,12035,1
1,1779,7459,1
1,440,6695,1
1,2062,6758,1
1,2378,8299,0
1,1304,10867,1
1,1899,8426,0
1,1917,10762,0
1,603,9164,1
1,1902,10588,0
1,1627,10696,0
1,2635,6247,1
1,1879,7581,0
1,1371,10970,1
1,1646,11544,1
1,2075,8921,1
1,2214,6119,0
1,1942,7742,1
1,500,7923,0
1,2652,9532,1
1,225,11124,0
1,1679,11644,1
1,2260,9803,1
1,1810,7932,1
1,1644,9164,1
1,1233,10905,1
1,1991,10250,1
1,1836,9916,0
1,2651,8950,1
1,1561,9634,1
1,1702,10509,1
1,1929,11320,1
1,494,9051,0
1,2688,5982,0
1,1274,9797,1
1,1640,5733,1
1,435,6794,1
1,1435,7725,1
1,721,7066,1
1,2321,12329,1
1,2078,11266,1
1,1881,5858,0
1,2357,7260,1
1,1688,7727,1
1,1929,6361,1
1,786,11609,1
1,2366,7537,0
1,2321,8448,1
1,1610,8207,1
1,2100,5770,0
1,1929,10900,1
1,2605,9356,1
1,71,9074,1
1,2106,6671,0
1,526,11596,1
1,1239,10817,1
1,1481,7550,0
1,2169,7802,1
1,2165,11011,1
1,1312,10781,1
1,2518,9224,1
1,1229,6769,1
1,239,6108,1
1,83,9351,1
1,1297,11947,1
1,2098,6280,1
1,2534,8131,0
1,1523,7205,1
1,1229,11937,1
1,1929,11549,0
1,2711,12134,1
1,1740,8346,1
1,942,10258,1
1,1778,5794,1
1,2538,9680,1
1,1371,10252,0
1,858,11039,1
1,2212,10409,1
1,1957,8101,1
1,1844,10979,0
1,1807,9899,1
1,2093,9085,0
1,1823,10466,1
1,2276,9024,1
1,1343,9535,0
1,1963,10856,1
1,1784,7155,1
1,1514,9005,0
1,2583,11004,0
1,2705,5759,1
1,506,11768,0
1,1083,8065,0
1,2647,11153,1
1,2679,10900,0
1,477,8842,0
1,760,9174,1
1,842,6161,1
1,2105,8182,1
1,1008,11549,1
1,2556,6162,0
1,1807,9383,1
1,2565,10532,1
1,2518,10630,1
1,2073,8346,1
1,2249,10874,0
1,1610,9811,1
1,2357,6347,1
1,1106,9567,1
1,776,8600,1
1,1132,8898,1
1,1431,8253,1
1,2572,8081,0
1,1403,10588,1
1,2365,7342,1
1,1778,6269,1
1,2542,11642,0
1,1212,9184,0
1,2287,6338,1
1,1412,7802,1
1,2274,7537,1
1,1383,5941,0
1,1459,8524,1
1,1274,8554,1
1,2261,10432,1
1,2566,8013,1
1,1700,5938,0
1,2222,8278,0
1,2182,7890,1
1,1666,6442,1
1,1636,6675,1
1,1850,9462,0
1,1991,9197,1
1,996,9693,1
1,1601,6265,0
1,2189,5810,0
1,1991,11744,1
1,684,5691,1
1,1679,8592,0
1,1260,7277,0
1,1371,9164,1
1,2710,7587,1
1,1843,7550,1
1,1085,5981,1
1,842,9918,1
1,875,6417,1
1,812,6520,0
1,103,7590,1
1,604,12270,0
1,534,10380,1
1,1782,6547,1
1,1931,12210,1
1,2261,7802,1
1,1963,11580,0
1,1319,6422,1
1,2495,12315,1
1,2320,8915,1
1,1182,8258,1
1,2519,12315,1
1,2581,7495,1
1,878,7828,1
1,1742,10937,1
1,2467,10588,1
1,1025,5630,1
1,1942,9199,1
1,2567,6007,0
1,2553,12082,0
1,2287,10261,1
1,2576,10448,1
1,974,8732,0
1,2613,9795,1
1,1918,9847,1
1,2477,7124,1
1,1509,6180,1
1,2033,8097,0
1,782,7196,1
1,842,10453,1
1,2350,9191,1
1,1468,6986,0
1,1610,9663,0
1,1542,8094,1
1,1962,7832,1
1,1385,6479,1
1,1584,6762,1
1,1783,11668,1
1,1362,8615,1
1,1468,8351,0
1,204,11049,1
1,2531,8190,1
1,1199,9696,0
1,1383,9031,0
1,1853,9273,0
1,912,5696,1
1,2204,10409,0
1,1258,5681,0
1,2477,7814,1
1,1825,10946,1
1,1990,8942,1
1,2644,7821,1
1,2004,6816,0
1,1186,5845,0
1,1904,9048,1
1,1787,5892,0
1,2462,8547,1
1,459,7365,1
1,1177,7690,1
1,2489,10553,1
1,1787,7352,1
1,1942,8625,1
1,1456,10016,1
1,2093,10214,0
1,2652,10548,0
1,1361,10727,0
1,1372,8578,1
1,2261,9791,1
1,2317,9684,1
1,1185,6678,1
1,2661,11234,1
1,1959,8236,1
1,1249,6384,1
1,853,9048,1
1,2163,11988,1
1,1992,6730,1
1,2030,5741,1
1,2639,6333,1
1,2518,11354,1
1,1738,6495,1
1,1884,7017,0
1,1304,10886,1
1,445,6079,1
1,117,12015,1
1,2477,10686,1
1,912,8554,1
1,2565,11303,0
1,669,9711,1
1,1217,10345,0
1,2353,6575,1
1,1431,10388,1
1,1514,6177,1
1,2006,7077,0
1,2467,11740,1
1,1198,10261,1
1,1411,12072,0
1,876,10663,1
1,1431,6602,1
1,2052,11290,1
1,1611,10962,1
1,1416,9448,1
1,435,9419,1
1,506,6326,0
1,1584,11732,0
1,1092,9674,0
1,1,10261,1
1,2323,11514,0
1,1693,7345,1
1,2682,10261,1
1,1458,9073,0
1,402,6704,1
1,582,5860,1
1,1574,6840,1
1,2649,10396,0
1,1343,8939,1
1,435,6776,1
1,1279,10706,1
1,2321,11314,1
1,1985,11011,1
1,2616,9770,0
1,1362,10663,1
1,97,10575,1
1,2569,5673,1
1,2593,5883,1
1,2155,10160,1
1,2475,10076,0
1,1825,8024,1
1,2389,11036,1
1,2581,11971,1
1,1601,7188,0
1,2617,9240,0
1,2267,8677,1
1,1450,9781,1
1,2217,11245,1
1,599,10691,1
1,1796,11928,0
1,2484,5716,0
1,2337,9072,1
1,1298,6867,1
1,2301,7810,1
1,1311,5649,0
1,1365,8320,0
1,2532,6351,0
1,2584,11926,1
1,1899,8065,1
1,1964,6207,0
1,561,5829,1
1,2556,6868,1
1,2258,7436,1
1,1208,7727,1
1,2532,8646,0
1,2681,10576,1
1,1961,9525,0
1,776,9894,1
1,1250,6823,1
1,2360,9076,0
1,1300,6835,1
1,1718,11268,1
1,2706,9576,0
1,1610,7733,0
1,1952,7407,1
1,2710,6797,0
1,1372,12199,1
1,2389,8934,1
1,1177,9316,0
1,2344,11762,0
1,1872,10920,0
1,1764,10564,1
1,1342,10709,1
1,1942,8398,0
1,1205,6824,1
1,814,7924,0
1,1371,6351,0
1,1640,8700,1
1,2019,6976,1
1,1992,7992,0
1,2194,11381,0
1,1371,8872,1
1,2297,9519,0
1,2110,8828,0
1,1178,10431,0
1,2159,10398,0
1,1239,9159,1
1,590,9098,1
1,2266,11404,0
1,2499,6995,0
1,569,11769,1
1,2646,11732,1
1,1857,11061,1
1,1830,7406,1
1,808,8700,1
1,1896,11401,1
1,2497,7620,0
1,1784,11958,0
1,2533,6065,0
1,1680,11446,1
1,1304,6468,1
1,1963,10982,0
1,2484,9632,1
1,1610,5842,1
1,1233,7413,1
1,2167,6921,1
1,998,5935,1
1,1855,6339,1
1,2098,11634,1
1,1340,12324,1
1,1942,6670,0
1,2655,11947,1
1,1664,9850,0
1,1396,11297,1
1,1577,8011,0
1,152,10050,0
1,2078,6792,1
1,585,6232,1
1,2679,11979,1
1,39,9248,1
1,1317,8130,1
1,1577,7805,0
1,2301,6418,1
1,2326,10955,0
1,1297,11169,1
1,1898,5819,0
1,1673,9275,1
1,2649,11819,0
1,604,9976,0
1,2131,9170,1
1,2306,10409,1
1,1412,8190,1
1,1181,9415,1
1,1613,7211,1
1,1262,8604,1
1,2349,11171,1
1,1589,8986,1
1,2586,10448,1
1,1985,11216,0
1,1468,5734,1
1,2261,11243,1
1,1994,10813,1
1,1181,9826,1
1,1929,6468,1
1,1702,11164,1
1,1482,6809,0
1,1498,7106,0
1,1680,6229,1
1,1069,11367,1
1,206,11149,1
1,598,8651,1
1,2681,9171,1
1,1333,7375,1
1,2387,9563,1
1,117,7373,1
1,2688,8571,1
1,1293,7372,1
1,1371,7882,1
1,2080,10437,1
1,518,10197,1
1,2703,11966,1
1,786,10193,1
1,1478,12024,1
1,584,6166,1
1,1850,8290,1
1,2694,10422,0
1,449,10990,1
1,1399,7953,1
1,2467,6425,1
1,1932,8322,0
1,8,9362,1
1,35,11717,1
1,71,9070,1
1,1468,6410,1
1,506,6077,1
1,1746,7191,1
1,2432,10741,1
1,2389,7901,1
1,121,9461,1
1,1992,9667,0
1,2044,8294,0
1,2497,9970,1
1,753,6835,1
1,1276,7031,1
1,2271,9815,1
1,561,11233,0
1,149,8723,1
1,2140,7361,1
1,2601,12091,0
1,79,8855,1
1,1422,6423,1
1,2508,7209,1
1,1156,8221,1
1,2694,10686,1
1,2437,8855,1
1,1999,8851,1
1,353,6427,1
1,2258,10198,0
1,2003,11156,0
1,739,8588,1
1,1422,11882,1
1,2611,10657,0
1,561,6486,1
1,1978,9525,1
1,2612,6154,1
1,1178,11171,1
1,2172,6675,1
1,1986,8027,1
1,2710,6856,1
1,521,5581,0
1,1753,11118,1
1,1601,7424,0
1,2624,10782,1
1,1992,5713,0
1,1174,8250,1
1,1541,7267,1
1,974,7194,1
1,1781,7227,1
1,36,11664,1
1,1754,8906,1
1,1762,11911,1
1,526,7075,0
1,526,7338,1
1,1251,6736,1
1,2006,8192,0
1,2007,7907,1
1,2681,5720,1
1,1660,6223,1
1,2685,5706,0
1,1280,8044,1
1,1221,5749,1
1,2297,5707,1
1,1787,5744,1
1,506,12053,1
1,2659,9444,1
1,1086,11640,1
1,2163,7831,1
1,1264,11123,1
1,149,6726,0
1,2321,12334,0
1,2106,9754,0
1,1058,11285,1
1,1825,6172,1
1,2605,11972,0
1,1355,7488,0
1,1857,5948,1
1,2593,9028,1
1,1665,7815,1
1,1932,12036,0
1,1314,7016,1
1,2659,8744,1
1,1942,9348,0
1,2497,9374,1
1,83,6335,1
1,2224,6262,1
1,2172,9189,0
1,2646,8571,1
1,2711,8266,0
1,1937,8571,1
1,134,5771,1
1,1290,6022,1
1,35,6368,1
1,1985,12241,0
1,801,10479,1
1,2606,8536,1
1,1746,11059,1
1,1304,6156,1
1,2223,9753,0
1,152,12155,1
1,1395,8772,1
1,1509,8558,1
1,2477,11931,1
1,2078,10158,1
1,2467,11627,1
1,2340,7221,1
1,587,8294,1
1,2006,12138,1
1,1372,12161,0
1,2701,7049,1
1,1304,8578,0
1,650,7879,0
1,1584,10283,0
1,569,11133,1
1,2249,8855,1
1,1319,10076,0
1,444,6922,1
1,1249,12006,1
1,2510,7215,0
1,774,8591,1
1,1283,5988,1
1,1432,6220,0
1,273,11882,1
1,1795,9205,1
1,1275,11549,0
1,2711,8237,1
1,1526,11451,0
1,2338,9942,0
1,2467,6981,1
1,1762,9382,0
1,1229,8040,1
1,2445,7550,0
1,1623,10575,1
1,1482,11573,1
1,2466,7428,1
1,425,8648,1
1,2031,5775,1
1,2297,11205,0
1,2518,7553,1
1,1342,8067,0
1,561,9518,0
1,684,12037,1
1,1904,7115,1
1,1051,9456,1
1,1793,6971,1
1,275,5640,1
1,2659,10179,1
1,1022,6715,1
1,1412,10471,1
1,2581,9359,1
1,435,11926,1
1,2258,9795,1
1,2282,6178,1
1,2009,10563,0
1,353,6229,1
1,239,11164,1
1,2155,8571,1
1,2093,8457,1
1,2261,8625,1
1,2597,6389,0
1,2110,11570,0
1,696,11446,1
1,2098,11258,1
1,452,5875,1
1,1207,8731,0
1,2113,7360,0
1,2699,11845,1
1,548,10668,0
1,1189,6706,1
1,885,12170,1
1,1821,10513,1
1,1264,11600,0
1,36,5938,1
1,1934,9918,1
1,1427,11164,1
1,2527,5909,1
1,1290,7837,1
1,79,9093,1
1,1577,6088,1
1,1221,7391,1
1,2266,10582,0
1,2532,9924,1
1,561,5883,0
1,2198,9073,1
1,1645,10818,0
1,1737,11022,1
1,587,7263,1
1,2323,10805,0
1,1845,10409,1
1,1264,6420,1
1,342,10090,1
1,1632,8743,0
1,2694,8999,1
1,1254,7667,1
1,842,10719,0
1,2323,6636,0
1,1718,11341,0
1,1507,11054,1
1,1765,5954,1
1,93,7899,0
1,1702,10546,1
1,1607,9042,0
1,1853,8303,0
1,741,11720,1
1,2163,10409,1
1,1611,11962,1
1,121,6219,1
1,2460,6775,1
1,1624,9284,1
1,1428,10663,0
1,2615,9391,0
1,2114,9983,1
1,2706,10016,1
1,2572,9479,0
1,310,10676,0
1,1823,10663,1
1,1850,11811,1
1,2027,7388,1
1,1908,7651,1
1,435,6008,1
1,747,7668,1
1,1238,10697,1
1,1205,11550,1
1,1458,9886,1
1,1795,11506,0
1,1297,7679,0
1,2548,6294,1
1,2338,6112,0
1,1290,11784,1
1,2405,5597,1
1,1816,7133,1
1,1574,11071,1
1,754,5609,1
1,1563,11741,1
1,2019,6158,0
1,1448,7335,1
1,1914,8142,1
1,2266,9868,0
1,946,11460,1
1,2645,10540,1
1,121,8897,0
1,1807,9417,1
1,561,8745,0
1,2253,10402,1
1,2394,12213,0
1,1866,5902,0
1,2108,11508,0
1,1613,7087,1
1,1259,5990,1
1,1690,8573,0
1,1174,8797,1
1,1962,7866,1
1,2287,11538,1
1,2565,6007,0
1,1245,11934,0
1,1161,9886,1
1,353,6725,1
1,33,11632,1
1,2626,11002,1
1,1919,6839,1
1,2254,7160,0
1,1229,8886,1
1,489,7751,1
1,2007,6114,1
1,1850,10842,1
1,1832,10135,1
1,1096,10965,1
1,1776,11934,1
1,1850,11309,0
1,932,7096,0
1,2665,12245,1
1,2601,5586,0
1,2678,11169,1
1,1577,9638,0
1,2534,12172,0
1,1404,6638,0
1,2616,9836,0
1,2071,9184,0
1,1992,10685,1
1,149,9916,0
1,1570,11627,1
1,527,11077,1
1,2229,8679,1
1,2611,10166,1
1,1508,8348,1
1,2458,6506,1
1,850,7289,1
1,2682,8013,1
1,2612,10409,1
1,1493,7994,1
1,2398,8941,1
1,2480,7240,1
1,429,8180,1
1,912,10818,1
1,1404,12111,0
1,1444,8952,1
1,523,10979,1
1,1765,7895,1
1,2621,10246,1
1,2621,5594,1
1,1276,11277,1
1,2147,5679,1
1,2186,10081,1
1,1380,8964,1
1,310,11177,1
1,846,9638,0
1,2407,9256,1
1,2109,8013,0
1,760,8565,0
1,909,7371,1
1,1498,11942,1
1,1680,11748,1
1,1209,10977,1
1,1177,7581,1
1,1859,6506,1
1,1560,6337,1
1,1518,6615,1
1,2287,9449,1
1,868,11400,0
1,1245,6489,1
1,1791,10886,1
1,1912,7984,1
1,2547,10579,1
1,1570,7513,1
1,1371,9977,1
1,1956,8452,1
1,353,6349,1
1,1157,9539,1
1,1371,8613,1
1,1986,8660,0
1,2582,9892,1
1,2631,7347,1
1,1601,10575,1
1,2275,7906,1
1,250,7141,1
1,1975,10992,1
1,1596,8628,1
1,1636,5979,1
1,2616,7779,1
1,1481,10860,1
1,2160,9003,1
1,1681,7357,0
1,1679,11679,0
1,1963,5990,0
1,1746,8607,0
1,121,8463,1
1,2556,8623,1
1,2683,10262,1
1,1929,10998,1
1,808,11120,0
1,1917,11479,1
1,2256,6474,1
1,1896,10018,1
1,996,10192,0
1,1963,9115,1
1,1615,6372,1
1,1191,11096,0
1,500,6831,0
1,2671,7587,1
1,1254,9889,1
1,2456,5635,1
1,2273,6699,1
1,1513,7821,1
1,1707,8600,1
1,839,10515,1
1,1823,6779,1
1,696,11384,0
1,2182,10436,1
1,1387,11974,0
1,2538,6121,0
1,1864,9079,1
1,1872,10261,0
1,2511,9291,1
1,2176,9880,1
1,1956,6309,1
1,2212,11859,1
1,904,10448,1
1,2518,9197,1
1,2256,6329,1
1,590,8442,1
1,1296,9600,1
1,1327,10459,1
1,898,11011,1
1,1613,6265,0
1,2705,6579,1
1,2407,9038,1
1,1611,6654,1
1,1475,11214,0
1,1866,6127,0
1,1499,10573,1
1,512,7902,1
1,2703,12188,1
1,2646,10136,0
1,1762,11049,0
1,2347,8181,1
1,1986,8571,1
1,2195,11627,1
1,1601,11471,0
1,1636,8229,1
1,33,11838,1
1,2615,12007,1
1,1177,7974,1
1,2510,7278,1
1,1428,11303,1
1,1459,7580,1
1,1371,7883,1
1,1029,12104,1
1,1963,11928,0
1,1431,10542,1
1,2394,10310,0
1,2601,7774,1
1,2144,6310,1
1,1810,12178,1
1,2596,8167,1
1,1929,11686,1
1,2177,5759,1
1,2659,8933,1
1,2107,5684,1
1,1952,10118,1
1,868,7361,1
1,122,12267,1
1,1992,7505,0
1,1919,7075,1
1,2621,9648,0
1,1412,7838,1
1,1439,7129,1
1,2480,7756,1
1,2224,8203,0
1,2249,6817,1
1,2588,6341,0
1,2242,5939,0
1,2063,9758,0
1,2556,7580,1
1,1380,10912,1
1,2448,11824,1
1,2159,10394,1
1,2462,8620,1
1,1828,11290,1
1,176,12207,1
1,2323,10372,0
1,410,11120,1
1,1354,5936,1
1,1985,6121,1
1,152,7879,1
1,2565,7407,1
1,2501,11479,1
1,2684,11463,0
1,1899,11808,1
1,592,7391,1
1,1156,11190,0
1,1178,8247,0
1,97,7310,1
1,898,8101,1
1,2322,11584,0
1,425,11838,1
1,425,9278,1
1,1454,6547,0
1,1314,5637,1
1,2538,11288,1
1,218,9865,0
1,2212,7570,1
1,1645,10161,1
1,2671,7395,1
1,1793,6908,1
1,2159,7090,0
1,1574,8930,1
1,2410,12196,1
1,1398,8982,0
1,1297,8002,0
1,1799,5650,0
1,2224,7159,1
1,2621,6827,1
1,2164,7853,1
1,285,10613,1
1,1277,8883,0
1,1857,11391,1
1,2477,7296,1
1,1991,11510,0
1,2224,8168,1
1,2129,10452,0
1,2006,11730,0
1,1357,8056,0
1,2693,8840,0
1,1380,7979,0
1,425,8813,1
1,1814,8192,0
1,1535,5639,1
1,1362,6216,1
1,726,12143,1
1,1933,6454,1
1,2712,8478,0
1,2098,7668,1
1,2349,10157,1
1,1601,10782,1
1,2378,7162,0
1,2601,11570,0
1,2160,11357,0
1,650,10345,1
1,2140,9471,0
1,1518,6547,1
1,2615,9055,1
1,660,10543,1
1,2003,7820,1
1,2287,9231,1
1,1385,10977,1
1,561,9198,0
1,410,9256,0
1,115,6085,1
1,2273,8752,1
1,2621,9760,1
1,1992,7406,1
1,1896,7904,0
1,2108,7811,0
1,2556,7161,1
1,2378,8074,1
1,2601,6494,0
1,1831,11200,0
1,1645,5936,1
1,1909,6479,1
1,2410,8679,0
1,2256,11788,1
1,2645,10818,1
1,2261,9048,1
1,1843,6835,0
1,1680,7685,1
1,1872,6542,1
1,2260,6184,1
1,2410,11526,1
1,1108,11761,1
1,1225,10389,0
1,1682,6454,0
1,2323,12334,0
1,1420,8904,1
1,2385,9187,1
1,1865,11282,1
1,1992,6442,1
1,1431,5977,1
1,611,9560,1
1,561,9388,0
1,2145,11383,0
1,1825,11849,1
1,1845,8361,1
1,2287,10618,1
1,472,6184,1
1,35,6921,1
1,1574,7247,1
1,2378,8733,1
1,1582,10783,1
1,972,11387,1
1,2219,9888,0
1,853,6594,1
1,2131,9861,1
1,2405,8059,1
1,2581,7077,1
1,2331,10706,1
1,1963,11494,1
1,1166,6724,1
1,1582,9377,1
1,1341,9915,0
1,963,11022,1
1,1740,8657,0
1,2460,10978,1
1,1612,7860,1
1,2681,7811,1
1,2275,11857,1
1,1597,7354,1
1,2033,11290,1
1,1636,10261,1
1,2460,6031,1
1,1610,11636,1
1,1238,9359,1
